-0.29316,-0.68464,-0.41712,-0.57772,-0.52623,0.045903,-0.71463,-0.85368
-1.2145,-0.19445,0.821,0.20684,-0.33381,-1.0778,0.79205,0.8133
1.7121,2.0782,-1.3396,-0.89154,0.051019,0.083931,-0.71463,-0.080431
-0.50995,0.20661,-0.004414,-0.21906,-0.94313,-0.70171,1.328,-0.7242
2.0373,-0.86289,0.57823,-1.295,-0.71864,-1.5814,0.21439,1.6926
1.116,1.2315,-1.3882,0.67757,-1.7449,0.62337,0.6253,0.24865
0.574,0.65223,0.16552,2.3812,-0.33381,-0.35832,-0.71463,0.98773
-0.076369,-0.68464,1.8649,0.0050945,0.01895,1.1741,-0.71463,-1.4273
1.2244,1.0087,-0.004414,0.76723,1.2697,-0.14311,-0.71463,-0.43289
0.032026,0.74135,0.69962,-0.89154,-0.17347,-0.69269,1.6198,-0.86267
-1.9733,-1.4422,0.11697,-1.2278,1.0452,2.402,-0.71463,-0.60192
0.086223,0.07292,0.23836,1.1259,0.14723,-0.77748,-0.71463,1.4283
0.19462,0.87504,0.74817,-0.73463,1.0131,-0.48875,2.2749,-1.0353
-0.13057,0.56311,-1.7524,-1.6088,-0.59037,0.21379,-0.71463,-0.92561
-0.83513,-1.3976,-0.10152,1.1707,-1.0714,-0.68903,-0.66103,0.53457
0.24881,-0.3727,2.0348,-0.21906,1.911,1.9935,-0.71463,-0.86806
-1.9191,-1.9324,-0.78128,1.1035,1.8469,-0.90143,-0.22034,1.4697
-0.34736,0.83048,-0.4414,-0.062153,-0.17347,0.34534,-0.71463,0.0094816
0.24881,0.42942,-1.5581,-0.66738,-1.7128,1.2938,-0.71463,-0.83929
0.4656,0.47398,-0.48995,0.65515,0.083089,-0.45832,1.733,-0.72061
-0.40155,-0.95201,0.86956,0.90172,0.083089,-0.63776,-0.71463,1.8221
-0.23896,-0.64008,0.14125,-0.60013,0.85275,0.3321,0.86947,0.36553
